country,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Pakistan,1267.7638,1262.0482,1212.23,1235.9426,1217.2192,1171.6591,1223.4226,1195.8031,1169.4067,1228.4856,1203.9335,1224.6,1271.2202,1323.566,1387.0475,1481.1522,1589.087,1577.4069,1615.1089,1697.0055,1816.3463,1804.0172,1796.9149,1840.0109,1859.844,1873.6948,1917.1543,1917.384,1985.0807,2006.8962,2085.2834,2141.1455,2174.1565,2235.6191,2288.6819,2355.3445,2350.9946,2425.8323,2516.4214,2555.729,2541.8813,2479.7563,2568.8035,2582.9497,2552.1702,2640.8633,2729.7493,2658.4993,2706.7129,2708.1909,2727.4919,2689.7397,2746.126,2775.4937,2946.564,3201.2869,3472.4043,3674.6938,3832.2263,3985.9451,4171.4165,4454.6206,4516.8423,4592.5928,4725.5215,4815.9243,5037.855,5303.3789
Palestine,,,,,,,,,,,,,,,,,,,,,1563.5811,1771.9701,2043.0344,1912.7659,2273.0522,2215.1855,2484.7332,2404.7126,2650.5688,2544.6243,2863.9583,2590.55,2735.3887,2546.5024,2577.3508,2481.519,2856.321,2712.2019,2572.6831,2527.6978,2885.9976,2644.5986,3154.1833,3340.2432,3711.4871,3817.8181,3654.8738,4009.364,4356.9697,4578.4834,4068.3003,3528.1172,3012.4248,3365.1501,3708.2356,4004.0684,3779.918,3883.1958,4057.0969,4208.5396,4423.2095,4857.9775,5027.8628,4878.4224,4321.2563,4843.0146,4484.7881,4425.3887
Panama,1984.4452,1913.9783,2006.047,2107.7417,2181.7661,2283.2322,2317.8279,2497.7261,2481.4873,2570.0952,2647.2249,2857.21,3016.8772,3166.9929,3229.5339,3421.7104,3585.3003,3810.1765,3972.4812,4214.9292,4892.479,5292.7896,5467.3457,5586.3618,5735.3462,5685.8706,5580.4619,5380.7129,5664.1875,5759.8657,6218.1777,6546.0801,6367.8799,6604.4639,6402.8086,6063.6895,6607.8687,6969.856,6071.415,5976.0767,6359.7114,6940.9102,7300.6294,7450.6147,7505.5762,7313.5698,7596.5933,8234.3594,8766.8604,8875.5664,9208.6738,9196.4043,9500.0791,10440.693,10474.625,12714.258,13661.723,12592.6,13701.887,13982.933,15055.237,16937.367,18211.221,18959.305,19387.744,20123.975,20807.678,21928.211
Paraguay,,1793.6652,1706.6143,1584.0127,1679.176,1759.0658,1764.4285,1737.4747,1800.0905,1770.6136,1780.5514,1851.7894,1775.2699,1806.0298,1828.3756,1903.5239,1854.6711,1954.0715,1956.6631,2005.3845,2100.5798,2159.6741,2241.0938,2304.8833,2408.0369,2521.3376,2601.5337,2829.6067,3056.7568,3231.4978,3468.8086,3695.822,3595.4995,3439.5769,3440.4319,3433.6396,3305.3967,3383.4795,3512.3013,3536.2371,3842.4146,3875.0757,3878.2485,3988.8777,4120.8491,4200.7422,4145.9707,4157.2139,4231.1802,3928.3335,3722.8748,3845.7766,4916.7642,5090.7769,5279.6392,5456.4097,5702.7607,5795.9595,6009.249,6255.2539,6825.2051,7351.394,7555.8574,7814.6929,7992.9077,7785.7896,7930.3447,8135.3369
Peru,2061.8445,2167.0757,2235.344,2294.584,2379.4121,2443,2463.9507,2592.4502,2492.5442,2476.3862,2661.1257,2769.7563,2929.8083,3004.8325,3113.0542,3224.3801,3373.5352,3442.2864,3336.499,3399.6475,3497.7385,3615.0891,3612.0107,3823.6211,4061.6628,4149.1694,4064.051,3900.8562,3692.7544,3678.4961,3926.4758,4152.833,4081.3911,3684.6421,3757.3521,3676.4617,4134.4165,4532.1274,4200.7432,3430.1208,3398.9451,3475.0862,3485.342,3655.4426,4194.4194,4625.2915,4807.0527,5056.1694,4881.2222,4810.7202,4876.3838,4839.8584,5071.5015,5319.4023,5672.3931,6186.249,6934.585,7619.208,8264.1357,8232.0938,9262.1641,10082.976,10580.962,10864.525,10990.931,10942.126,11183.41,11370.371
Philippines,1352.0715,1348.3982,1431.11,1551.5646,1617.9122,1699.7253,1711.3372,1769.6461,1781.6696,1907.5098,1854.1296,1888.1259,1971.6172,2030.2522,2012.1537,2042.4657,2064.4045,2047.8191,2116.1099,2168.4607,2244.7261,2320.9946,2390.3606,2524.2241,2612.2905,2771.1445,2876.6357,2895.4702,3001.9307,2991.8098,3198.8809,3267.1963,3339.5874,3283.4768,2984.7422,2744.7322,2838.6882,3053.1543,3297.3752,3510.9924,3757.1965,3743.8188,3832.1072,3981.3931,4341.6777,4690.3135,5011.9424,4819.8882,4332.623,4131.8701,4162.4141,4112.3486,4083.2563,4099.6543,4138.2568,4222.9087,4356.3823,4619.7583,4852.9175,4969.9663,5391.2339,5802.6426,5949.812,6332.7104,6537.252,6824.7671,7342.8218,7679.1758
Poland,,,,,,,,,,,,,,,,,,,,,5171.7744,5511.4443,5732.4604,5935.6113,6310.769,6608.8184,6762.8955,6907.4971,6946.2534,6936.8018,6227.4829,5824.4644,5708.2949,6160.7632,6697.6934,7175.8027,7611.7891,7957.4326,8452.4951,8821.9854,7693.2314,7623.8999,8184.2568,8870.8281,9521.833,10483.856,11360.136,12096.234,12572.145,13257.335,13557.45,13618.021,13936.233,14078.92,14616.468,15396.233,15982.439,17387.738,18511.736,19170.471,21006.027,22453.094,23221.25,23267.174,23611.207,24764.457,25233.961,26636.91
Portugal,2649.24,2937.8635,3044.1665,3180.5046,3293.7673,3389.4692,3517.436,3650.9734,3653.7668,3829.1387,4079.9121,4306.5518,4613.2266,4850.6914,5024.8594,5376.002,5520.8232,5942.0176,6730.4805,6944.7725,7516.2354,8030.1289,8584.4258,9402.585,9404.5156,8754.8887,9169.9219,9562.1943,9675.2852,10048.989,10344.168,10183.947,10165.53,9887.8438,9489.8643,9628.8691,10581.719,11458.264,12428.899,13286.401,14128.191,14736.718,15202.854,15528.333,16496.576,17108.186,17506.881,18897.965,19846.367,21029.49,22161.697,21966.422,21934.158,21745.818,21659.334,23783.926,24823.982,25296.4,25166.094,24704.049,25788.273,24962.734,24758.654,25030.643,25493.186,26448.623,24574.215,24309.6
Qatar,,,,,,,,,,,,,,,,,,,,,90070.977,90834.688,92447.906,93891.242,91452.461,90782.445,94922.172,79793.156,85791.523,85843.938,79215.945,63516.402,51636.461,45500.844,43463.266,33158.313,24457.729,25457.857,24368.336,26193.969,31572.031,26203.439,26241.58,25062.451,24948.682,26731.637,26744.775,34251.27,32378.813,41788.359,59321.676,60183.273,57392.723,75305.578,84788.859,104059.93,115395.43,121166.76,144233.38,109311.27,123128.4,151188.11,151928.34,144989.34,135553.22,98941.203,94049.18,93792.625
Romania,,,,,,,,,,,1364.3422,1490.6924,1622.676,1745.2415,1841.2699,2012.0354,2107.5798,2328.1658,2436.6814,2569.3589,2707.2893,3026.2427,3323.4678,3639.9526,4019.5481,4359.5767,4922.25,5259.7012,5621.0708,6077.9102,6222.4653,6112.2676,6370.9419,6589.9468,6793.1738,7089.2954,7325.2593,7456.9619,7597.1963,7276.8179,7419.4331,6790.8159,6460.1948,6678.877,7115.1738,7646.0952,8061.9619,7668.4834,7488.4434,7504.0562,7741.5005,8415.834,8755.6816,9238.1816,10362.055,10917.66,12561.392,14175.004,16495.373,16272.979,16775.609,17443.131,18493.816,18643.063,19073.557,20281.779,21949.105,24348.965
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15261.791,14854.796,13713.351,11734.598,9954.2227,9336.3516,9130.0195,8880.3604,8069.8242,7795.9819,8878.4844,9129.9863,9365.5381,10360.238,11741.779,13534.59,15896.092,18717.902,21485.617,19173.172,21754.066,24897.619,26074.131,26309.439,25786.709,22832.863,22083.898,22580.941
Rwanda,,,,,,,,,,,961.62921,915.08594,1006.0178,879.65076,769.15662,796.08527,838.57123,869.01752,907.7605,972.19,1019.5641,984.53131,1002.2145,1016.3297,1011.7338,984.02661,1105.0594,1107.8386,1115.5712,1213.79,1187.7181,1309.6156,1226.4493,1257.9751,1153.6184,1164.3264,1168.0911,1081.7751,1050.8014,1105.4454,1055.932,952.87091,1068.4688,1038.4553,503.00507,632.46747,734.77313,799.42059,795.07397,753.76178,768.83502,813.72485,929.63879,916.67889,985.31207,1049.5254,1159.6569,1188.146,1194.2249,1275.3519,1379.6993,1494.4547,1569.2548,1623.6356,1716.1328,1854.9935,1937.403,1997.6191
Saint Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,3906.8015,4185.4668,4407.2578,4604.9067,4805.2075,4986.9873,5375.0723,5425.7017,6122.7622,6757.1714,7362.6299,7896.8394,7657.6431,7865.1665,8567.3691,8220.6074,9339.1211,10227.785,9730.7891,10530.325,11370.784,11626.499,11087.811,10829.749,11883.802,12134.495,14051.47,13135.919,13493.199,15237.738,16133.073,9634.7207,10975.86,11439.114,12811.484,17017.436,15359.127,15276.169,17896.715,17484.227,17837.35,19228.309,19596.68,20302.053,21027.686,19808.219,18846.359,19235.061
Saint Lucia,,,,,,,,,,,,,,,,,,,,,4195.5347,4355.9873,4385.1499,4469.8179,4431.8945,4306.498,5439.2075,5840.8945,7017.3418,7040.1138,6635.5659,6047.4585,6092.4756,6225.1836,6601.2129,6522.8301,7072.4507,7473.7222,7627.9385,7503.6045,7886.521,7422.2573,7573.2881,7419.4111,6625.8076,7400.2285,8543.0518,7984.0063,8065.7207,7832.8975,8048.3169,6804.8604,6816.937,7394.063,8289.7705,8981.7939,7323.875,8299.8672,9880.1631,10553.64,9178.2676,11763.683,11318.176,8400.4453,12358.434,8262.0889,7555.6216,7909.0635
Saint Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,3575.7651,3643.3684,4506.0132,4004.5103,3603.2241,3223.6404,3726.136,3609.8323,4022.0317,4146.0742,4162.4995,4430.2554,4651.98,4825.9087,4978.7568,4665.6367,5008.7031,5286.3931,5892.0518,5823.5361,5730.0879,6547.7827,7336.6216,6824.3589,6566.1528,6950.7368,7168.7759,6960.458,6364.9434,6084.8657,7414.6123,5950.4131,6130.0947,6305.5835,6343.7466,7137.8296,7714.8428,7502.3022,8454.7012,8293.4307,8095.2192,8676.4326,8337.9033,8084.499,8513.2842,8156.7104,8062.8394,8145.957
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,2021.4508,2078.1909,2095.5879,2144.5842,2229.6758,2309.4622,2297.3794,2691.5347,2838.4592,3230.4016,2597.5559,2281.4561,2311.5544,2161.9548,2088.3833,2019.7653,1881.9662,1777.6156,1752.4489,1971.2844,1781.6644,1671.689,1706.5618,1498.2719,1481.4342,1465.174,1462.8628,1550.4163,1859.9376,1726.0658,1767.2433,2238.8777,2170.906,2180.4045,2284.9412,2453.8704,2608.7356,2625.6333,2845.821,2824.824,3081.9265,3431.0168,3585.4229,3565.2368,3423.4341,3204.3411,3594.0679,3541.9373
Saudi Arabia,,,,,,,,,,,,,,,,,,,,,23253.471,26590.102,29661.756,32285.561,41771.375,36514.809,41187.965,40475.332,37796.266,37720.961,39303.84,37711.762,30136.18,25735.055,22919.746,17756.869,17920.871,16493.27,16825.988,16240.354,16975.604,18230.982,19488.063,19072.771,17793.691,17581.549,17759.076,17961.107,16108.273,17862.676,20147.23,18945.967,19895.16,21100.479,24159.879,28800.783,32633.672,34836.133,42586.637,36776.441,42331.66,51068.523,53311.746,51674.719,49878.574,41863.211,39464.801,38548.086
Senegal,,,,,,,,,,,2618.5459,2589.1316,2544.2849,2488.1013,2493.0884,2442.1118,2471.4143,2382.9617,2345.6924,2065.0803,2175.2688,2103.9456,2115.8057,1964.3818,2048.4453,2091.6519,2213.6755,2147.6821,2049.5928,2162.5713,2034.4369,2030.0807,2326.9268,2421.9497,2436.2407,2598.7036,2630.2195,2618.4309,2650.7517,2529.3154,2513.7729,2405.6973,2362.7268,2239.4875,2183.7847,2183.5288,2269.4121,2264.2305,2292.041,2434.7532,2379.9954,2420.0974,2357.9399,2396.147,2399.8525,2534.6621,2517.3501,2603.1721,2583.4685,2685.2744,2741.1213,2735.5867,2746.2112,2838.3894,2915.354,3039.9907,3070.8328,3208.1443
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9344.8076,8187.2842,5815.8018,3937.7297,4008.0278,4255.1699,4144.0454,4785.6519,5245.7104,6309.7334,6944.8433,6750.5845,7209.5811,7652.9111,7916.6582,9187.3506,10556.166,10846.096,12241.582,12215.912,12453.482,13134.269,13383.429,13304.541,13030.191,13624.435,13991.986,14027.709
Seychelles,,,,,,,,,,,5574.1699,5444.2783,5712.3447,6115.0591,6446.8735,5909.6792,5615.4404,5842.9902,6713.9395,6152.5801,7813.9097,13003.071,13581.026,13911.728,13295.01,14309.493,16546.391,14642.282,17852.699,20902.271,14727.672,13084.865,11305.384,11969.666,12843.828,12602.309,11902.917,14473.529,15218.301,16800.92,17099.094,17306.217,16977.633,19288.723,19596.352,17638.646,18363.176,19901.711,18748.396,19425.605,20650.238,18371.893,18401.223,17943.02,14313.867,18290.402,20073.582,23568.721,15011.549,17381.994,17960.354,20771.238,21799.77,25955.412,24863.27,26024.541,24260.727,32104.805
Sierra Leone,,,,,,,,,,,,826.60797,925.15326,979.90942,993.32941,998.55627,1001.7424,927.87549,1009.4183,1060.3309,1266.5062,1263.4365,1288.9697,1306.3198,1307.7328,1272.9478,1219.3608,1199.8116,1211.1265,1197.9639,1124.3003,1179.583,1236.564,1190.1949,1220.8385,1198.1371,1187.7472,1240.0509,1284.9182,1342.6313,1423.5278,1459.4711,1370.358,1524.246,1662.75,1685.9502,1490.1376,1208.5598,1071.2241,802.62164,949.9552,1007.9691,1129.1353,1089.887,1033.2522,996.00006,983.14716,1021.5087,1076.9066,1141.0996,1161.8798,1365.5883,1417.4563,1565.4865,1357.8821,1284.2432,1417.849,1394.4885
Singapore,,,,,,,,,,,2644.9941,2915.6033,3277.1223,3726.897,3673.3521,3917.4224,4324.4248,4911.1938,5406.3442,6270.4404,7266.9536,8074.4663,8747.6738,9449.1162,11308.389,11486.921,12410.307,13024.427,14384.036,16407.836,18349.869,18762.936,19187.113,20380.715,21703.094,18711.902,19069.68,21012.785,21947.668,22041.225,25354.266,23422.395,22522.354,21439.102,19735.023,20100.676,23651.822,24642.639,26720.346,27382.031,36042.191,33332.422,35338.906,31959.428,36841.551,49752.277,53755.363,57221.512,50456.723,47160.348,58618.434,61861.344,61503.824,60890.676,66363.477,65360.742,64978.668,67138.117
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29399.328,34213.691,34067.688,35804.594,32860.125,32322.574,30078.539,9869.0195,26621.305,8050.2446,27970.934,14717.654,18673.803
Slovakia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16638.281,13088.086,12147.48,12225.805,12624.86,13187.168,14055.05,14499.782,14136.485,13499.197,14089.198,14891.904,15142.975,15257.215,15380.402,17606.385,18713.047,20220.459,22323.406,21157.217,23061.121,23293.57,23304.408,23014.006,23638.072,23594.924,24178.82,24923.85
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17033.598,15500.936,14793.249,15977.396,16976.068,18314.686,19053.869,19404.961,19250.887,19871.611,20752.977,20874.666,21342.736,21813.629,22622.176,24629.408,24555.572,25315.617,27851.932,25440.203,25831.332,26527.852,26359.174,25960.652,26417.096,25939.902,26406.225,28234.734
South Africa,5200.7158,5289.7808,4809.0493,5189.3135,5512.5615,5597.5991,5803.4238,6000.3228,5863.355,5793.9976,5913.8052,6008.9365,6119.667,6466.6465,6738.9941,6944.1362,7061.9243,7392.7368,7430.7251,7755.8389,7994.1304,7822.2964,7826.0449,8604.0029,8875.0439,8650.1738,8427.3076,8040.1274,8182.4312,8298.0479,8954.6592,9162.9775,9037.8037,8878.9785,8902.5459,8551.1445,8283.2598,8619.3799,8686.627,8568.2285,8395.2666,8172.4897,7819.3335,7803.3867,7921.5151,8175.8535,8417.4707,8498.7842,8441.7646,8412.5723,8718.7207,8906.6738,9246.3086,9306.709,9701.9697,10323.735,10956.927,11466.613,11570.479,11093.299,11388.641,11832.059,11810.728,11836.353,11925.564,11924.6,11720.435,11741.271
South Korea,,,,987.60455,1012.9329,1073.8634,1075.7404,1146.0659,1153.7533,1138.7772,1113.2512,1156.688,1130.3643,1228.2516,1298.9198,1332.7698,1481.2399,1527.1873,1670.3484,1857.077,1971.6597,2267.314,2521.2415,3036.0942,3562.8079,4006.8491,4327.3286,4637.8716,5021.9243,5202.2217,4830.7539,5072.3315,5367.166,5928.0244,6422.7114,6629.9492,7781.8071,8939.0596,10089.779,11015.047,12326.526,13789.705,14739.193,16049.439,17903.844,20036.82,22056.887,21418.098,18530.533,20405.965,21825.262,22258.75,23817.008,24592.35,25980.623,27722.992,28566.496,30139.918,30044.225,29217.322,31589.705,31970.396,31817.418,32150.836,33151.465,34411.07,35326.344,36264.551
Spain,3432.3257,4010.4631,4166.0879,3982.0105,4467.3735,4669.9365,4969.4551,5138.8374,5311.1001,5133.7441,5676.5923,6294.8828,6856.0879,7445.3164,7755.4473,8111.1587,8629.6143,8944.7754,9455.5479,10241.738,10556.414,10930.101,11696.939,12436.059,12895.296,12810.701,13252.884,13671.222,13928.584,13968.804,14372.501,13552.416,13027.267,12685.97,12416.798,12203.168,12955.159,13861.058,14826.289,15772.945,16604.689,17331.447,17703.48,17881.059,18592.816,19506.086,20152.805,21667.773,23017.707,23909.895,25247.842,25694.123,26237.305,26253.676,26790.559,29247.922,31453.715,33101.176,33294.488,31979.578,31610.98,31163.055,30996.578,30584.414,31177.77,32879.488,34054.188,35696.117
Sri Lanka,2542.4768,2678.7837,2490.2446,2464.9514,2562.9224,2704.6228,2455.7817,2488.448,2543.6331,2607.5303,2694.4055,2598.7432,2706.8059,2551.8757,2642.6414,2559.8381,2708.9033,2673.323,2841.5359,2971.7195,3007.6143,2932.8945,2964.6887,3078.4829,3196.179,3058.7268,2799.9258,2665.5271,2639.387,2373.1465,2343.1726,2490.3879,2434.7874,2445.1958,2472.7852,2617.8979,2777.6001,2872.6348,2900.9189,2978.1279,3056.9426,3089.9775,3294.4221,3534.9958,3772.2642,3827.8486,3998.4141,4157.1494,4458.0166,4439.6567,4476.3389,4446.1841,4709.6553,5059.9546,5206.8032,5311.9673,5861.0566,6392.5283,6865.9087,7595.0054,8390.4297,9443,10157.429,10609.272,11148.376,11870.992,12318.712,12696.964
Sudan,,,,,,,,,,,,,,,,,,,,,1522.8269,1568.177,1383.3177,1264.5002,1447.697,1642.5348,1865.0548,2034.204,1892.0524,1685.4758,1651.6818,1746.78,1893.946,1642.043,1597.2573,1547.8523,1634.0237,1619.8733,1641.5178,1517.5472,1528.3992,1587.7067,1502.4454,1408.7672,1454.5966,1416.5184,1452.7063,1500.6711,1524.4753,1753.7355,1917.2645,1851.8848,1871.5784,1995.1134,2132.6702,2442.3152,2815.7307,2781.3906,2730.0693,3144.2688,3608.7856,4304.3218,3940.3154,3897.6833,4063.2432,4239.6982,4306.9048,4391.0371
Suriname,,,,,,,,,,,,,,,,,,,,,4336.7446,4641.5918,4593.979,5000.207,4576.563,5065.9375,5431.0928,5789.6323,6548.9292,6445.9727,5772.4316,6016.0942,5644.6865,5766.6899,5724.6294,6223.8628,5932.7764,5554.3789,5904.2041,5955.2803,6215.1523,6416.7725,6544.04,5818.7778,5375.5649,5417.5439,6115.6333,6484.2021,6692.4551,5867.8721,6684.1772,7057.2788,7186.7612,8108.2368,8197.7012,8883.6914,9382.1035,9845.8135,10606.387,11031.617,12121.652,12804.383,13847.652,13917.042,14086.027,13079.682,12004.039,11815.036
Swaziland,,,,,,,,,,,,,,,,,,,,,2068.5073,2112.8755,2382.606,2255.5217,2464.1421,3300.2493,3718.7693,3614.448,3335.7773,3209.4802,3394.7473,3561.0278,3649.9575,3682.8948,3656.8101,3837.2427,4458.5337,5183.228,4881.4253,5082.5161,5785.0122,5945.2314,6250.4722,6780.8794,6553.0596,7498.665,8198.1709,7588.8262,7251.5786,6951.7251,7382.6187,7106.4043,6470.5723,6508.1865,6506.6299,7447.4663,6988.2373,7193.4419,6507.4028,6806.0713,7042.5239,7036.9951,7209.6514,7298.5488,7253.8696,7380.6191,7282.8657,7309.0186
Sweden,9136.6416,9337.2783,9353.9639,9633.542,10086.956,10305.397,10568.197,10698.393,10894.359,11468.05,11766.137,12459.803,12884.479,13483.36,14372.074,14697.609,14804.613,15255.835,15697.446,16329.869,17288.326,17389.277,17762.15,18489.014,18859.447,19154.432,19220.664,18711.482,19100.988,19648.787,19754.133,20024.135,20227.777,20775.787,21792.406,22291.936,23823.436,24827.678,25716.875,26257.904,26491.32,26187.123,25812.006,24743.264,26174.588,27908.922,28746.258,29698.535,30893.137,32695.414,34892.941,33910.379,33917.984,34809.398,36333.668,37646.992,39083.891,41400.293,42085.523,38702.039,40421.906,42318.984,42398.961,41462.199,41033.582,42113.523,41898.094,43375.883
Switzerland,14172.437,15209.594,15015.441,15410.788,16279.411,17306.256,18310.848,18694.725,17778.391,18908.346,20086.094,21175.193,21603.67,22122.549,23025.604,23380.588,23739.51,24260.336,24881.762,25958.949,27383.451,28261.277,28964.33,29626.99,29896.561,27182.725,26899.656,27533.998,28055.715,29051.262,30425.777,30450.867,30149.729,30236.672,30468.047,31039.643,32638.07,33101.672,33543.441,34802.465,36386.512,35605.371,35547.684,35708.652,36335.805,36625.203,36839.871,38289.121,39303.379,40572.801,41014.469,40650.566,40703.84,41174.434,42433.391,45701.484,48289.129,52889.594,56317.887,54654.27,55688.02,60268.652,61624.738,61927.719,63067.492,62835.66,62668.328,64219.297
Syria,,,,,,,,,,,2390.3308,2444.1111,3107.9561,2630.6201,3153.8379,3045.426,2647.2625,2879.2407,2917.1838,3357.0813,3253.1133,3454.9907,4183.356,3690.1135,4462.6548,5146.0068,4348.9531,3105.0249,2812.5474,2423.7837,2321.0203,2194.9287,2143.0171,1904.3429,1630.1163,1764.7644,1568.5446,1434.9735,1451.2424,1351.8159,1309.4832,1123.4247,1115.5359,1040.5863,937.53394,997.94116,995.08221,1173.8252,1159.7899,1284.1816,1616.7288,1843.1982,2217.8804,2628.3279,3568.1116,5388.6187,5056.1631,5285.6582,5411.0308,5185.5952,5700.3291,5739.6875,4903.2002,4403.3169,4819.6099,4955.8501,5438.1191,5615.957
Taiwan,,1589.0175,1706.5142,1820.7499,1917.5441,1989.7933,2029.5502,2108.2534,2179.6792,2288.1082,2376.915,2442.457,2550.5256,2725.4612,2947.7324,3187.4626,3369.7427,3657.1035,3923.8928,4131.2617,4443.0981,4918.5952,5475.4966,6063.2822,6115.7949,6264.1313,7059.52,7674.0488,8584.9756,9142.585,9653.0166,10083.214,10340.409,11097.067,12095.332,12088.237,13892.91,15919.252,16757.979,18074.732,19774.547,20905.719,22179.35,23268.656,24093.783,25267.166,26759.918,28169.938,29208.496,30274.527,31837.221,30602.527,31534.227,32112.984,33572.633,35798.863,36024.996,36996.898,35450.703,34075.004,37188.895,38600.813,38466.582,39259.875,41323.621,41680.609,42227.582,43211.008
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6432.2852,6243.7583,3147.4626,2719.1575,1797.7004,1780.8939,1459.7444,1575.7988,1333.8533,1117.1361,1136.1008,1219.0215,1300.8843,1559.5527,1761.5978,1844.4777,2045.375,2150.4463,2493.23,2396.3904,2784.5146,3083.3389,3233.3894,3404.8352,3565.1638,3585.1738,3971.2961,4337.9922
Tanzania,,,,,,,,,,,1173.8978,1187.6589,1267.0392,1330.1071,1492.3311,1461.942,1529.933,1560.6233,1616.8549,1647.1307,1739.7705,1761.2177,1813.7446,1882.4818,1887.2432,1969.552,2076.175,1956.8745,1956.2255,1936.7283,1812.676,1512.8214,1519.8046,1550.6414,1646.8762,1817.0144,1215.4883,920.84363,1202.9572,1100.2203,1135.0167,1100.4829,996.1286,934.90973,873.73169,913.74786,928.12061,986.49023,1040.7048,1085.2565,1130.7194,1195.3254,1276.3889,1332.3624,1370.2454,1500.9425,1602.5023,1740.069,1815.1932,1821.3774,1979.1719,2203.9475,2167.958,2193.1089,2359.1245,2533.8428,2418.8311,2479.4453
Thailand,1084.7904,1017.95,985.90491,882.38257,931.67029,834.88171,848.42175,932.36584,929.62384,998.40491,1074.2922,1107.9802,1135.8514,1178.2715,1238.3463,1340.0438,1521.516,1516.7384,1578.7266,1696.2559,2222.0168,2269.7771,2300.7529,2442.0828,2473.9026,2533.0269,2687.9065,2914.7827,3136.1196,3241.5676,3324.5088,3447.752,3508.7832,3630.2854,3758.5493,3812.0381,3809.0405,4079.4919,4483.3423,4838.6045,5284.5264,5571.3516,6123.5405,6603.2788,7139.4214,8029.7529,8793.5029,7965.4385,6649.0708,6796.4111,6949.9204,7145.0723,7657.4282,8169.8325,8757.6836,9521.2783,9985.6309,10626.806,11285.905,11059.822,12496.244,13206.631,14240.284,14593.04,14380.922,14661.521,14929.278,15740.314
Togo,,,,,,,,,,,1115.0441,1182.3081,1189.1445,1240.275,1401.7101,1563.8835,1671.7064,1703.525,1706.7466,1874.04,1775.1667,1833.2189,1862.2804,1787.3577,1910.8232,1824.7815,1820.3275,2129.498,2372.0876,2449.8079,2203.3167,1921.2261,1812.072,1606.0671,1489.1296,1491.3484,1498.5626,1438.3762,1599.2035,1576.5229,1713.9022,1534.9843,1513.2988,1216.5586,1330.0341,1321.2548,1529.0737,1623.1538,1367.4807,1460.2141,1332.455,1297.6986,1317.205,1319.153,1269.2126,1192.066,2080.7188,1181.4418,1138.3866,1164.8395,1222.8151,1268.1515,1390.6304,1408.11,1463.8696,1524.0685,1527.038,1566.1471
Trinidad and Tobago,5280.3335,5687.4644,5830.7817,5895.2324,6080.7866,6696.439,7264.2896,7811.9756,8417.6865,8805.7051,9446.2422,10736.383,10528.711,11184.108,11821.259,11497.294,11946.483,12551.344,13350.457,14457.222,14391.692,13522.489,15405.201,15104.241,15185.503,15174.904,16587.492,17242.037,18921.992,19298.908,20246.412,20802.201,21149.145,18507.225,16934.295,15659.88,13651.692,11944.18,10971.668,10151.468,10447.277,10137.73,9583.6455,8930.9307,8881.3809,8896.8281,8717.6543,8858.9551,8714.8936,10308.013,12589.384,11877.175,12249.09,15820.874,17453.52,21231.285,25438.508,27738.063,32251.467,23902.326,27510.236,30922.311,31777.15,36750.422,39949.109,44047.242,41578.27,39779.813
Tunisia,,,,,,,,,,,1673.0393,1696.0359,1686.9453,1819.7324,1832.8494,1865.5493,1895.0267,1857.4907,1969.7214,2007.9993,2580.1824,2753.4917,3161.6028,3117.4595,3389.4868,3546.7791,3697.2485,3783.2905,3923.446,4107.7471,4422.7017,4566.5444,4533.2041,4690.4399,4843.6279,4909.8892,4792.1958,5020.979,5135.9819,5273.2271,5555.2095,5669.5073,6196.8848,6525.2803,6992.356,7489.4678,8470.6865,8411.2852,8229.6133,8156.564,8302.5615,8382.5879,8216.4063,8192.8564,8261.4355,8679.376,8952.6221,9465.959,9896.0195,10188.486,10647.835,10421.748,10845.438,10876.881,10777.048,10695.636,10838.534,11126.993
